YearAdj,Secchi,SpCond,WaterTemp,DissOrthophos,DissNitrateNitrite,DissAmmonia
1975,38.380997474747474,1835.3412247474748,14.942866161616163,0.08101934523809524,0.2765277777777778,NA
1976,53.35309829059829,7777.426282051281,16.593482905982906,0.09769675925925926,0.3850810185185185,NA
1977,57.68910256410256,12764.820156695157,16.621794871794872,0.10490740740740741,0.5815277777777778,NA
1978,34.30128205128205,5461.836538461538,16.993589743589745,0.09935185185185186,0.5407407407407407,NA
1979,38.0699520370573,5797.921950796951,16.66606029106029,0.08467592592592593,0.4011203703703704,0.08203333333333333
1980,41.64331501831502,5251.4358974358975,16.125,0.0734920634920635,0.29488425925925926,0.06046296296296297
1981,52.32506747638327,7407.3108974358975,17.16169028340081,0.10121794871794872,0.3973326210826211,0.09664707977207977
1982,43.85230422730423,3015.0240384615386,16.137145748987855,0.07652293447293448,0.3417040598290598,0.08456018518518518
1983,46.444623773571145,2026.3108974358975,16.18859649122807,0.06085826210826211,0.297275641025641,0.06935185185185186
1984,54.527665317139004,4945.996794871795,16.788461538461537,0.07018518518518518,0.3448148148148148,0.06966894586894587
1985,66.8214656964657,6946.801541926542,16.136694386694387,0.09590416666666667,0.4105912037037037,0.10181550925925927
1986,46.7795893059051,5146.72895010395,16.311936936936938,0.08535370370370371,0.397812962962963,0.09418703703703704
1987,60.277496626180834,9162.857793522267,17.242830634278,0.09128205128205127,0.5066577635327635,0.11817663817663818
1988,53.86579266513477,10008.333839406208,17.377361673414306,0.11429665242165242,0.4862553418803419,0.09789038461538462
1989,57.36873031938821,7969.0699786324785,16.687232905982906,0.10876068376068376,0.4488831018518519,0.10910694444444445
1990,65.79686417186417,9758.528002699055,17.046727395411605,0.11032187904687905,0.4482069444444444,0.08774220085470086
1991,62.745668745668745,10209.232588357589,16.51342688842689,0.13783817663817666,0.5554708333333334,0.15026805555555556
1992,66.23076923076923,9717.035256410256,17.88782051282051,0.12583333333333332,0.5295171296296296,0.1087412037037037
1993,59.55128205128205,5526.403846153846,17.266025641025642,0.08892314814814814,0.48471296296296296,0.11430787037037037
1994,71.87651821862349,8941.153677462888,16.350877192982455,0.09616111111111111,0.5241725071225071,0.13686851851851853
1995,54.31123481781377,3285.0651147098515,16.381410256410255,0.07233262108262109,0.38572649572649576,0.09316477920227921
1996,53.07557354925776,4898.557865557866,17.18846153846154,0.07768518518518519,0.46111111111111114,0.1126851851851852
1997,55.47672064777328,5704.4340874275085,17.64752024291498,0.07315527065527067,0.49722934472934477,0.09637820512820514
1998,46.50867735867736,3945.3961988304095,16.472752639517346,0.07073005698005698,0.4493625356125356,0.09169672364672364
1999,51.42164367164367,5348.303217035802,15.346969696969698,0.05758454106280193,0.4682608695652174,0.10567230273752012
2000,55.157051282051285,6083.26282051282,16.730641025641024,0.07462962962962963,0.4531481481481482,0.12492314814814814
2001,59.87857624831309,9036.005544005544,16.868070175438596,0.08305555555555556,0.5849074074074074,0.14935185185185185
2002,55.33434547908232,7170.049257759783,16.693304655870445,0.08288041310541311,0.5587535612535612,0.13861267806267807
2003,71.71221322537112,6665.748717948718,17.027948717948718,0.07111203703703704,0.49,0.12852222222222223
2004,62.532051282051285,6706.50641025641,16.977884615384614,0.0787037037037037,0.5568518518518518,0.1626925925925926
2005,73.63461538461539,6123.4358974358975,16.693076923076923,0.06805555555555556,0.47583333333333333,0.1178462962962963
2006,59.98076923076923,4853.173076923077,16.75948717948718,0.05416666666666667,0.3719444444444444,0.10185185185185185
2007,77.21794871794872,7963.878205128205,16.40576923076923,0.061568518518518515,0.602037037037037,0.09211944444444445
2008,68.92307692307692,8412.24358974359,16.71666666666667,0.07472222222222222,0.7084259259259259,0.08990740740740741
2009,86.00801282051282,8358.147435897436,16.96794871794872,0.06916666666666667,0.5743518518518519,0.07979814814814815
2010,86.58974358974359,7252.6474358974365,16.142179487179487,0.06462962962962963,0.5099074074074074,0.07418796296296296
2011,93.51417004048582,4968.142037786774,16.068200067476383,0.049351851851851855,0.3125925925925926,0.06105185185185186
2012,98.26923076923077,7945.474358974359,16.727820512820514,0.07083333333333333,0.5115740740740741,0.08347962962962963
2013,85.5,8196.647435897436,17.026474358974358,0.0887037037037037,0.5392277777777778,0.08303055555555555
2014,105.38461538461539,10631.74358974359,17.371410256410257,0.10175925925925926,0.6367592592592592,0.08237777777777777
2015,75.3487525987526,10619.634615384615,18.039679487179487,0.1086111111111111,0.6273731481481482,0.08058888888888889
2016,88.44871794871796,8662.653846153846,17.080961538461537,0.07833333333333334,0.43167222222222223,0.08111481481481482
2017,79.17948717948718,4836.653846153846,16.373269230769232,0.08083333333333333,0.3782111111111111,0.07250000000000001
2018,106.16666666666667,8245.52564102564,16.482179487179486,0.09425,0.4872324074074074,0.08363611111111112
2019,92.21794871794872,5137.50641025641,16.51448717948718,0.0803395622895623,0.3927684472934473,0.07284669312169312
2020,114.14102564102564,9434.28205128205,16.514935897435898,0.09035,0.4914037037037037,0.11161006441223832
2021,114.53407557354926,9151.00641025641,16.814871794871795,0.10031481481481481,0.45192314814814816,0.05828425925925926
